,sql,excel,access,python,java,hadoop,tableau,matlab,spark,microsoft,oracl,vba,hive,spss,mysql,pig,stata,sqlserver,r,sas,degree,year_group
272,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,master,less than 2
273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,3-5
274,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
275,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
277,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
278,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
280,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,less than 2
281,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,bachelor,less than 2
282,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,master,less than 2
283,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
284,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,master,less than 2
285,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,phd,3-5
286,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,master,less than 2
287,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
288,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
290,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
291,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,master,less than 2
292,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,phd,less than 2
293,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
294,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,bachelor,less than 2
295,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
296,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,phd,less than 2
297,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,master,less than 2
298,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,phd,less than 2
299,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
300,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
301,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
303,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
304,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,master,less than 2
305,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,phd,less than 2
306,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,less than 2
307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
308,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,3-5
310,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
312,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
313,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,master,less than 2
314,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
315,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
317,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
318,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,master,less than 2
319,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,master,less than 2
320,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,master,greater than 5
321,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,master,less than 2
322,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,master,less than 2
323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
324,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
325,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,master,less than 2
326,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
327,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
329,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
331,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,phd,less than 2
332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
335,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,phd,less than 2
336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
337,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,less than 2
338,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,phd,less than 2
339,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
340,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
342,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
343,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,master,less than 2
344,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,phd,less than 2
345,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,bachelor,3-5
346,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,phd,3-5
347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,less than 2
348,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,less than 2
349,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
350,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
352,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,less than 2
354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
355,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,phd,less than 2
356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
357,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
358,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
360,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bachelor,less than 2
361,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,bachelor,3-5
362,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bachelor,less than 2
363,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
364,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
366,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
367,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
368,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,master,less than 2
369,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
370,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,greater than 5
371,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bachelor,less than 2
372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,less than 2
373,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
374,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
376,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,less than 2
379,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,phd,less than 2
380,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,phd,less than 2
381,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,phd,less than 2
382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,master,3-5
383,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,bachelor,3-5
384,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,phd,less than 2
385,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
386,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
388,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
389,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,bachelor,less than 2
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
391,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,master,less than 2
392,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,phd,less than 2
393,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,bachelor,less than 2
394,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,master,greater than 5
395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bachelor,less than 2
396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
397,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,phd,3-5
398,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,phd,less than 2
399,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
400,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
402,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bachelor,less than 2
404,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,master,less than 2
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
406,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,bachelor,less than 2
407,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
408,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,phd,3-5
409,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,phd,less than 2
411,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
412,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
414,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
415,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,bachelor,less than 2
416,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,master,greater than 5
417,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
418,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
419,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,phd,3-5
420,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,phd,3-5
421,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,3-5
422,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
423,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
424,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
426,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
427,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,less than 2
428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
429,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,phd,3-5
430,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,master,less than 2
431,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
432,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,phd,less than 2
433,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,phd,less than 2
434,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
435,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
437,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
438,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,master,less than 2
439,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,phd,less than 2
440,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,phd,less than 2
441,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
442,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,master,less than 2
443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
444,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,master,less than 2
445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,master,less than 2
446,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,phd,less than 2
447,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,phd,less than 2
448,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
449,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
451,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
452,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,phd,less than 2
453,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,greater than 5
454,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,master,less than 2
455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bachelor,less than 2
456,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,bachelor,3-5
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,3-5
458,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,phd,less than 2
459,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,phd,3-5
460,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,phd,less than 2
461,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
462,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
464,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
467,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,phd,3-5
468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
470,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,master,greater than 5
471,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,bachelor,3-5
472,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,phd,less than 2
473,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
474,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
476,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,less than 2
478,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
480,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,less than 2
481,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,phd,less than 2
482,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,master,less than 2
483,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,phd,less than 2
484,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
485,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
486,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
487,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
489,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
490,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,3-5
491,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,phd,less than 2
492,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,master,less than 2
493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
495,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,phd,less than 2
496,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,master,less than 2
497,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,master,greater than 5
498,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
499,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
500,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
501,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,bachelor,less than 2
502,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,bachelor,less than 2
503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
504,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,master,less than 2
505,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
506,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,phd,less than 2
507,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,master,less than 2
508,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,less than 2
509,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
510,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
512,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
513,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,phd,less than 2
514,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
515,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,bachelor,less than 2
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,less than 2
517,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,master,greater than 5
518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bachelor,less than 2
520,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
521,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
523,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
524,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,phd,less than 2
525,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,phd,less than 2
526,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,greater than 5
527,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,master,less than 2
528,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
529,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,phd,less than 2
530,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bachelor,less than 2
531,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,phd,less than 2
532,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
533,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
535,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
536,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,phd,less than 2
537,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,phd,less than 2
538,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,master,less than 2
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
540,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,master,greater than 5
541,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
542,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,phd,less than 2
543,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,phd,less than 2
544,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,master,less than 2
545,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phd,less than 2
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,master,less than 2
547,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
548,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,phd,less than 2
549,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,bachelor,less than 2
